Player,Nation,Pos,Age,Playing Time_MP,Playing Time_Starts,Playing Time_Min,Playing Time_90s,Performance_Gls,Performance_Ast,Performance_G+A,Performance_G-PK,Performance_PK,Performance_PKatt,Performance_CrdY,Performance_CrdR,Expected_xG,Expected_npxG,Expected_xAG,Expected_npxG+xAG,Progression_PrgC,Progression_PrgP,Progression_PrgR,Per 90 Minutes_Gls,Per 90 Minutes_Ast,Per 90 Minutes_G+A,Per 90 Minutes_G-PK,Per 90 Minutes_G+A-PK,Per 90 Minutes_xG,Per 90 Minutes_xAG,Per 90 Minutes_xG+xAG,Per 90 Minutes_npxG,Per 90 Minutes_npxG+xAG,Matches
Marinho,br BRA,"FW,DF",33-179,18,14,1046.0,11.6,1.0,1.0,2.0,1.0,0.0,1.0,4.0,0.0,2.6,1.9,1.7,3.5,36.0,32.0,84.0,0.09,0.09,0.17,0.09,0.17,0.23,0.14,0.37,0.16,0.3,Matches
Yago Pikachu,br BRA,"FW,MF",31-172,33,13,1474.0,16.4,6.0,1.0,7.0,6.0,0.0,1.0,3.0,0.0,4.9,4.1,2.4,6.6,34.0,58.0,160.0,0.37,0.06,0.43,0.37,0.43,0.3,0.15,0.45,0.25,0.4,Matches
Calebe,br BRA,"MF,FW",23-208,25,12,1190.0,13.2,0.0,3.0,3.0,0.0,0.0,0.0,2.0,0.0,2.3,2.3,4.0,6.3,56.0,67.0,113.0,0.0,0.23,0.23,0.0,0.23,0.17,0.3,0.47,0.17,0.47,Matches
Guilherme,br BRA,"FW,MF",28-225,26,12,1079.0,12.0,2.0,2.0,4.0,2.0,0.0,0.0,3.0,0.0,3.5,3.5,1.9,5.4,46.0,27.0,82.0,0.17,0.17,0.33,0.17,0.33,0.29,0.16,0.45,0.29,0.45,Matches
Marcelo,br BRA,DF,27-321,11,11,990.0,11.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.1,0.1,0.2,0.3,2.0,18.0,2.0,0.0,0.0,0.0,0.0,0.0,0.01,0.02,0.03,0.01,0.03,Matches
Lucas Sasha,br BRA,MF,33-268,16,9,876.0,9.7,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.5,0.5,0.2,0.8,6.0,52.0,13.0,0.0,0.0,0.0,0.0,0.0,0.06,0.02,0.08,0.06,0.08,Matches
Hércules,br BRA,MF,23-035,13,9,771.0,8.6,1.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,1.2,1.2,0.1,1.3,12.0,32.0,14.0,0.12,0.0,0.12,0.12,0.12,0.14,0.01,0.15,0.14,0.15,Matches
Imanol Machuca,ar ARG,FW,23-313,14,6,666.0,7.4,2.0,0.0,2.0,2.0,0.0,0.0,4.0,0.0,1.3,1.3,1.3,2.6,36.0,17.0,75.0,0.27,0.0,0.27,0.27,0.27,0.17,0.18,0.35,0.17,0.35,Matches
Pedro Borges,br BRA,MF,26-266,12,6,516.0,5.7,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.1,0.1,0.6,0.7,3.0,19.0,11.0,0.0,0.0,0.0,0.0,0.0,0.02,0.1,0.12,0.02,0.12,Matches
Gonzalo Escobar,ar ARG,DF,26-253,11,5,484.0,5.4,0.0,1.0,1.0,0.0,0.0,0.0,4.0,0.0,0.3,0.3,0.2,0.5,8.0,22.0,47.0,0.0,0.19,0.19,0.0,0.19,0.05,0.04,0.1,0.05,0.1,Matches
Lucas Crispim,br BRA,"MF,DF",29-158,14,5,478.0,5.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.2,0.4,0.6,11.0,47.0,23.0,0.0,0.0,0.0,0.0,0.0,0.04,0.08,0.12,0.04,0.12,Matches
Fernando Miguel,br BRA,GK,38-295,5,5,450.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches
Moises,br BRA,"MF,FW",27-083,6,5,367.0,4.1,3.0,0.0,3.0,3.0,0.0,0.0,1.0,0.0,2.5,2.5,0.7,3.2,19.0,9.0,46.0,0.74,0.0,0.74,0.74,0.74,0.61,0.18,0.79,0.61,0.79,Matches
Luis Eduardo Marques dos Santos,br BRA,DF,26-178,7,4,385.0,4.3,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.3,0.3,5.0,10.0,25.0,0.0,0.0,0.0,0.0,0.0,0.01,0.07,0.08,0.01,0.08,Matches
Tobias Figueiredo,pt POR,DF,29-295,4,4,343.0,3.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01,0.0,0.01,0.01,0.01,Matches
Silvio Romero,ar ARG,FW,35-125,17,3,398.0,4.4,2.0,1.0,3.0,2.0,0.0,0.0,2.0,0.0,1.6,1.6,1.2,2.7,3.0,5.0,27.0,0.45,0.23,0.68,0.45,0.68,0.36,0.26,0.62,0.36,0.62,Matches
Romarinho,br BRA,"FW,MF",29-268,11,2,288.0,3.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.5,0.9,1.5,21.0,18.0,30.0,0.0,0.0,0.0,0.0,0.0,0.17,0.29,0.46,0.17,0.46,Matches
Brayan Ceballos,co COL,DF,22-184,3,2,206.0,2.3,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.1,0.1,0.0,0.1,1.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.05,0.0,0.05,0.05,0.05,Matches
Maurício Kozlinski,br BRA,GK,32-159,1,1,90.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches
Vinícius Zanocelo,br BRA,"MF,FW",22-298,6,0,81.0,0.9,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.3,0.3,0.0,0.3,1.0,4.0,2.0,0.0,0.0,0.0,0.0,0.0,0.34,0.0,0.34,0.34,0.34,Matches
Pedro Rocha Neves,br BRA,FW,29-055,2,0,33.0,0.4,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.1,0.1,1.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.17,0.17,0.0,0.17,Matches
Kauan,br BRA,FW,18-222,1,0,11.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches
Amorim,br BRA,MF,18-190,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,Matches
Bruno,br BRA,GK,21-169,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,Matches
Lucas Esteves,br BRA,"DF,MF",23-153,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,Matches
Sammuel,br BRA,DF,21-338,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,Matches
Bernardo Schappo,br BRA,DF,24-247,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,Matches
Alix Vinicius,br BRA,DF,24-018,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,Matches
Squad Total,,,30.5,34,374,3060.0,34.0,37.0,22.0,59.0,32.0,5.0,7.0,84.0,1.0,46.6,41.1,30.9,72.0,625.0,1362.0,1355.0,1.09,0.65,1.74,0.94,1.59,1.37,0.91,2.28,1.21,2.12,
Opponent Total,,,28.1,34,374,3060.0,34.0,38.0,24.0,62.0,35.0,3.0,7.0,91.0,2.0,39.9,34.5,25.8,60.3,623.0,1262.0,1253.0,1.12,0.71,1.82,1.03,1.74,1.17,0.76,1.93,1.01,1.77,
