Player,Nation,Pos,Age,90s,Standard_Gls,Standard_Sh,Standard_SoT,Standard_SoT%,Standard_Sh/90,Standard_SoT/90,Standard_G/Sh,Standard_G/SoT,Standard_Dist,Standard_FK,Standard_PK,Standard_PKatt,Expected_xG,Expected_npxG,Expected_npxG/Sh,Expected_G-xG,Expected_np:G-xG,Matches
Marcelo,br BRA,DF,27-321,11.0,0,3,0,0.0,0.27,0.0,0.0,,11.1,0,0,0,0.1,0.1,0.04,-0.1,-0.1,Matches
Lucas Sasha,br BRA,MF,33-268,9.7,0,7,1,14.3,0.72,0.1,0.0,0.0,18.3,0,0,0,0.5,0.5,0.08,-0.5,-0.5,Matches
Hércules,br BRA,MF,23-035,8.6,1,15,5,33.3,1.75,0.58,0.07,0.2,27.8,0,0,0,1.2,1.2,0.08,-0.2,-0.2,Matches
Imanol Machuca,ar ARG,FW,23-313,7.4,2,14,8,57.1,1.89,1.08,0.14,0.25,19.7,1,0,0,1.3,1.3,0.09,0.7,0.7,Matches
Pedro Borges,br BRA,MF,26-266,5.7,0,4,1,25.0,0.7,0.17,0.0,0.0,15.5,0,0,0,0.1,0.1,0.03,-0.1,-0.1,Matches
Gonzalo Escobar,ar ARG,DF,26-253,5.4,0,7,1,14.3,1.3,0.19,0.0,0.0,17.4,0,0,0,0.3,0.3,0.04,-0.3,-0.3,Matches
Lucas Crispim,br BRA,"MF,DF",29-158,5.3,0,7,0,0.0,1.32,0.0,0.0,,28.1,2,0,0,0.2,0.2,0.03,-0.2,-0.2,Matches
Fernando Miguel,br BRA,GK,38-295,5.0,0,0,0,,0.0,0.0,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches
Moises,br BRA,"MF,FW",27-083,4.1,3,17,12,70.6,4.17,2.94,0.18,0.25,15.3,0,0,0,2.5,2.5,0.15,0.5,0.5,Matches
Luis Eduardo Marques dos Santos,br BRA,DF,26-178,4.3,0,2,1,50.0,0.47,0.23,0.0,0.0,26.9,0,0,0,0.0,0.0,0.02,0.0,0.0,Matches
Tobias Figueiredo,pt POR,DF,29-295,3.8,0,2,0,0.0,0.52,0.0,0.0,,18.9,0,0,0,0.0,0.0,0.02,0.0,0.0,Matches
Silvio Romero,ar ARG,FW,35-125,4.4,2,10,4,40.0,2.26,0.9,0.2,0.5,12.0,0,0,0,1.6,1.6,0.16,0.4,0.4,Matches
Romarinho,br BRA,"FW,MF",29-268,3.2,0,8,3,37.5,2.5,0.94,0.0,0.0,18.3,0,0,0,0.5,0.5,0.07,-0.5,-0.5,Matches
Brayan Ceballos,co COL,DF,22-184,2.3,0,2,1,50.0,0.87,0.44,0.0,0.0,10.7,0,0,0,0.1,0.1,0.06,-0.1,-0.1,Matches
Maurício Kozlinski,br BRA,GK,32-159,1.0,0,0,0,,0.0,0.0,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches
Vinícius Zanocelo,br BRA,"MF,FW",22-298,0.9,0,3,1,33.3,3.33,1.11,0.0,0.0,12.7,0,0,0,0.3,0.3,0.1,-0.3,-0.3,Matches
Pedro Rocha Neves,br BRA,FW,29-055,0.4,0,0,0,,0.0,0.0,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches
Kauan,br BRA,FW,18-222,0.1,0,0,0,,0.0,0.0,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches
Squad Total,,,30.5,34.0,37,494,162,32.8,14.53,4.76,0.06,0.2,19.1,28,5,7,46.6,41.1,0.08,-9.6,-9.1,
Opponent Total,,,28.1,34.0,38,431,137,31.8,12.68,4.03,0.08,0.26,19.2,22,3,7,39.9,34.5,0.08,-1.9,0.5,
