Player,Nation,Pos,Age,90s,Total_Cmp,Total_Att,Total_Cmp%,Total_TotDist,Total_PrgDist,Short_Cmp,Short_Att,Short_Cmp%,Medium_Cmp,Medium_Att,Medium_Cmp%,Long_Cmp,Long_Att,Long_Cmp%,Ast,xAG,Expected_xA,Expected_A-xAG,KP,1/3,PPA,CrsPA,PrgP,Matches
Luis Eduardo Marques dos Santos,br BRA,DF,26-178,4.3,166,215,77.2,2903,1371,78,90,86.7,64,88,72.7,22,31,71.0,0,0.3,0.3,-0.3,6,13,4,4,10,Matches
Tobias Figueiredo,pt POR,DF,29-295,3.8,158,183,86.3,3151,1080,50,54,92.6,91,100,91.0,16,25,64.0,0,0.0,0.0,0.0,1,8,0,0,7,Matches
Silvio Romero,ar ARG,FW,35-125,4.4,54,81,66.7,771,155,33,43,76.7,12,20,60.0,4,6,66.7,1,1.2,0.5,-0.2,9,2,4,1,5,Matches
Romarinho,br BRA,"FW,MF",29-268,3.2,129,160,80.6,1949,402,78,87,89.7,36,44,81.8,10,12,83.3,0,0.9,0.9,-0.9,7,13,4,2,18,Matches
Brayan Ceballos,co COL,DF,22-184,2.3,118,143,82.5,2064,750,46,48,95.8,60,73,82.2,8,15,53.3,0,0.0,0.0,0.0,0,4,0,0,4,Matches
Maurício Kozlinski,br BRA,GK,32-159,1.0,13,16,81.3,212,157,6,6,100.0,7,7,100.0,0,3,0.0,0,0.0,0.0,0.0,0,0,0,0,0,Matches
Vinícius Zanocelo,br BRA,"MF,FW",22-298,0.9,62,68,91.2,928,213,38,41,92.7,19,19,100.0,3,4,75.0,0,0.0,0.0,0.0,0,9,0,0,4,Matches
Pedro Rocha Neves,br BRA,FW,29-055,0.4,6,7,85.7,80,27,3,3,100.0,3,3,100.0,0,0,,0,0.1,0.0,-0.1,1,0,0,0,0,Matches
Kauan,br BRA,FW,18-222,0.1,4,7,57.1,36,12,4,6,66.7,0,0,,0,0,,0,0.0,0.0,0.0,0,0,0,0,0,Matches
Squad Total,,,30.5,34.0,11726,14994,78.2,213902,77191,5050,5730,88.1,5047,5995,84.2,1342,2442,55.0,22,30.9,28.6,-8.9,354,1105,259,83,1362,
Opponent Total,,,28.1,34.0,13268,16527,80.3,234969,84336,5948,6697,88.8,5773,6638,87.0,1262,2309,54.7,24,25.8,27.3,-1.8,316,985,237,71,1262,
