Player,Nation,Pos,Age,90s,Total_Cmp,Total_Att,Total_Cmp%,Total_TotDist,Total_PrgDist,Short_Cmp,Short_Att,Short_Cmp%,Medium_Cmp,Medium_Att,Medium_Cmp%,Long_Cmp,Long_Att,Long_Cmp%,Ast,xAG,Expected_xA,Expected_A-xAG,KP,1/3,PPA,CrsPA,PrgP,Matches
Sidimar,br BRA,DF,31-138,11.2,329,385,85.5,7101,2338,69,77,89.6,208,228,91.2,49,74,66.2,0,0.2,0.2,-0.2,4,11,3,0,20,Matches
Matheus Peixoto,br BRA,FW,28-008,9.8,111,156,71.2,1567,273,60,79,75.9,36,43,83.7,6,8,75.0,1,1.6,0.4,-0.6,8,8,1,0,11,Matches
Vinícius,br BRA,"FW,MF",30-113,11.6,282,434,65.0,4500,1315,138,176,78.4,108,152,71.1,19,52,36.5,2,1.3,1.3,0.7,16,24,19,5,48,Matches
Dieguinho,br BRA,"FW,MF",28-024,9.0,303,383,79.1,5086,1615,152,174,87.4,115,141,81.6,27,45,60.0,1,0.7,0.9,0.3,12,25,7,3,28,Matches
Matheus Babi,br BRA,FW,26-129,9.1,118,168,70.2,1673,281,74,92,80.4,27,44,61.4,8,11,72.7,0,0.2,0.2,-0.2,5,5,2,0,10,Matches
Raphael Guzzo,pt POR,MF,28-322,6.1,244,289,84.4,3875,1200,126,139,90.6,99,111,89.2,12,22,54.5,0,0.6,1.0,-0.6,5,36,6,0,43,Matches
Bruno Araújo dos Santos,br BRA,DF,30-290,5.0,166,217,76.5,2954,1033,75,85,88.2,75,97,77.3,15,23,65.2,0,0.2,0.4,-0.2,3,8,4,2,20,Matches
Diego Gonçalves,br BRA,"FW,MF",29-125,4.0,87,115,75.7,1180,310,56,67,83.6,22,31,71.0,4,7,57.1,0,0.4,0.3,-0.4,4,4,6,2,11,Matches
Alesson,br BRA,"FW,MF",24-281,7.2,124,208,59.6,1831,429,78,107,72.9,39,62,62.9,7,13,53.8,1,0.5,0.5,0.5,10,9,7,5,9,Matches
Marcelo Rangel,br BRA,GK,35-191,3.0,58,81,71.6,1375,835,15,15,100.0,30,30,100.0,13,35,37.1,0,0.0,0.0,0.0,0,0,0,0,0,Matches
Apodi,br BRA,"FW,MF",36-346,3.5,30,48,62.5,383,106,22,27,81.5,8,17,47.1,0,1,0.0,0,0.2,0.1,-0.2,1,1,0,0,3,Matches
Luis Oyama,br BRA,MF,26-298,2.8,72,92,78.3,1517,281,20,22,90.9,32,37,86.5,16,26,61.5,0,0.2,0.5,-0.2,4,10,3,0,16,Matches
EDU,br BRA,DF,23-161,2.7,91,109,83.5,2065,770,18,18,100.0,54,60,90.0,18,27,66.7,0,0.0,0.0,0.0,0,4,0,0,5,Matches
Matheus Santos,br BRA,"FW,MF",25-118,2.2,50,70,71.4,714,176,28,30,93.3,15,20,75.0,3,8,37.5,0,0.0,0.1,0.0,1,6,1,0,7,Matches
Higor,br BRA,MF,29-154,2.1,72,85,84.7,1050,365,35,39,89.7,32,37,86.5,2,5,40.0,0,0.0,0.0,0.0,0,5,0,0,6,Matches
Gabriel Novaes,br BRA,FW,24-233,1.1,13,18,72.2,167,27,9,12,75.0,2,2,100.0,1,2,50.0,0,0.0,0.0,0.0,0,0,1,0,2,Matches
Dodô,br BRA,"MF,FW",22-162,3.0,102,126,81.0,1729,390,51,57,89.5,36,41,87.8,9,17,52.9,0,0.2,0.4,-0.2,6,7,2,1,10,Matches
Philippe Costa,br BRA,FW,23-268,1.2,16,18,88.9,241,55,8,10,80.0,5,5,100.0,1,1,100.0,0,0.6,0.4,-0.6,3,2,2,0,2,Matches
Lucas Emmanuel,br BRA,FW,23-170,0.6,3,8,37.5,45,12,1,4,25.0,2,4,50.0,0,0,,0,0.0,0.0,0.0,0,1,0,0,0,Matches
Fellipe Bastos,br BRA,MF,33-296,0.4,12,14,85.7,225,74,5,5,100.0,3,5,60.0,3,3,100.0,0,0.0,0.3,0.0,0,0,1,1,1,Matches
Denzel,br BRA,FW,20-308,0.3,4,6,66.7,49,17,2,2,100.0,1,1,100.0,0,0,,0,0.0,0.0,0.0,0,1,1,0,1,Matches
Jhonny Lucas,br BRA,MF,23-276,0.2,6,9,66.7,96,28,3,5,60.0,3,3,100.0,0,1,0.0,0,0.0,0.0,0.0,1,0,0,0,1,Matches
Pedro Oliveira,br BRA,MF,19-246,0.1,1,2,50.0,22,16,0,1,0.0,1,1,100.0,0,0,,0,0.0,0.0,0.0,0,0,0,0,1,Matches
Squad Total,,,28.7,34.0,10699,13982,76.5,204599,81053,4378,5055,86.6,4596,5518,83.3,1475,2592,56.9,21,23.0,25.7,-2.0,324,875,218,63,1157,
Opponent Total,,,28.0,34.0,14550,17851,81.5,261715,90506,6249,7009,89.2,6570,7507,87.5,1452,2563,56.7,34,28.1,31.3,5.9,366,1271,295,84,1552,
