Player,Nation,Pos,Age,MP,Playing Time_Starts,Playing Time_Min,Playing Time_90s,Performance_Gls,Performance_Ast,Performance_G+A,Performance_G-PK,Performance_PK,Performance_PKatt,Performance_CrdY,Performance_CrdR,Expected_xG,Expected_npxG,Expected_xAG,Expected_npxG+xAG,Progression_PrgC,Progression_PrgP,Progression_PrgR,Per 90 Minutes_Gls,Per 90 Minutes_Ast,Per 90 Minutes_G+A,Per 90 Minutes_G-PK,Per 90 Minutes_G+A-PK,Per 90 Minutes_xG,Per 90 Minutes_xAG,Per 90 Minutes_xG+xAG,Per 90 Minutes_npxG,Per 90 Minutes_npxG+xAG,Matches
Leonardo Linck,br BRA,GK,22-266,5,5,450.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches
Kaique Rocha,br BRA,DF,22-269,7,5,437.0,4.9,1.0,0.0,1.0,1.0,0.0,0.0,2.0,0.0,0.2,0.2,0.0,0.2,1.0,4.0,0.0,0.21,0.0,0.21,0.21,0.21,0.04,0.01,0.05,0.04,0.05,Matches
Matheus Felipe,br BRA,DF,25-015,7,5,429.0,4.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.2,4.0,12.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01,0.03,0.04,0.01,0.04,Matches
David Terans,uy URU,"MF,FW",29-105,9,5,393.0,4.4,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.9,0.9,0.3,1.2,5.0,12.0,32.0,0.0,0.0,0.0,0.0,0.0,0.2,0.08,0.28,0.2,0.28,Matches
Pedrinho,br BRA,"DF,MF",21-136,4,4,360.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.1,0.1,2.0,10.0,16.0,0.0,0.0,0.0,0.0,0.0,0.0,0.02,0.02,0.0,0.02,Matches
Vinicius Kaue,br BRA,"DF,MF",20-268,5,4,297.0,3.3,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,3.0,9.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01,0.01,0.0,0.01,Matches
Willian,br BRA,"FW,MF",37-005,14,3,379.0,4.2,3.0,0.0,3.0,3.0,0.0,0.0,0.0,0.0,1.1,1.1,0.2,1.4,2.0,8.0,29.0,0.71,0.0,0.71,0.71,0.71,0.27,0.06,0.32,0.27,0.32,Matches
Léo Cittadini,br BRA,"MF,FW",29-270,5,3,201.0,2.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.1,0.7,0.9,3.0,8.0,7.0,0.0,0.0,0.0,0.0,0.0,0.07,0.33,0.39,0.07,0.39,Matches
Thiago,br BRA,"FW,MF",23-024,10,2,224.0,2.5,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.2,0.2,0.1,0.3,4.0,6.0,17.0,0.0,0.0,0.0,0.0,0.0,0.09,0.02,0.11,0.09,0.11,Matches
Luciano Arriagada,cl CHI,"FW,MF",21-218,9,1,186.0,2.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8,0.8,0.6,1.4,5.0,2.0,11.0,0.0,0.0,0.0,0.0,0.0,0.4,0.28,0.68,0.4,0.68,Matches
Bruno Peres,br BRA,DF,33-268,3,1,139.0,1.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches
Marcelo Cirino,br BRA,"FW,MF",31-306,4,1,102.0,1.1,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.4,0.4,0.1,0.5,1.0,1.0,6.0,0.0,0.0,0.0,0.0,0.0,0.33,0.07,0.41,0.33,0.41,Matches
Reinaldo,br BRA,FW,22-169,1,0,16.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.1,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.31,0.0,0.31,0.31,0.31,Matches
Chiqueti,br BRA,MF,18-083,1,0,15.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,0.0,0.0,0.0,0.0,0.0,,,,,,Matches
Danielzinho,br BRA,FW,21-149,1,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches
Bryan García,ec ECU,MF,22-310,1,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches
Marcos André,br BRA,DF,17-154,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,Matches
Ataíde,br BRA,MF,19-309,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,Matches
Lucas Belezi,br BRA,DF,20-200,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,Matches
Derik,br BRA,DF,18-123,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,Matches
Dudu,br BRA,MF,17-327,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,Matches
Emersonn,br BRA,FW,19-131,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,Matches
Julimar,br BRA,FW,22-303,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,Matches
Mycael,br BRA,GK,19-257,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,Matches
Gabriel Pereira,br BRA,GK,21-145,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,Matches
João Vitor,br BRA,DF,19-305,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,Matches
Arthur Zanella,br BRA,DF,19-075,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,Matches
Squad Total,,,26.9,34,374,3060.0,34.0,47.0,36.0,83.0,43.0,4.0,4.0,96.0,4.0,46.7,43.8,36.0,79.8,533.0,1206.0,1195.0,1.38,1.06,2.44,1.26,2.32,1.37,1.06,2.43,1.29,2.35,
Opponent Total,,,28.4,34,374,3060.0,34.0,39.0,28.0,67.0,36.0,3.0,5.0,87.0,3.0,39.1,35.1,28.1,63.3,558.0,1232.0,1215.0,1.15,0.82,1.97,1.06,1.88,1.15,0.83,1.98,1.03,1.86,
