Player,Nation,Pos,Age,90s,Touches_Touches,Touches_Def Pen,Touches_Def 3rd,Touches_Mid 3rd,Touches_Att 3rd,Touches_Att Pen,Touches_Live,Take-Ons_Att,Take-Ons_Succ,Take-Ons_Succ%,Take-Ons_Tkld,Take-Ons_Tkld%,Carries_Carries,Carries_TotDist,Carries_PrgDist,Carries_PrgC,Carries_1/3,Carries_CPA,Carries_Mis,Carries_Dis,Receiving_Rec,Receiving_PrgR,Matches
Nathan Silva,br BRA,DF,26-202,4.0,262,26,155,103,5,3,262,1,0,0.0,0,0.0,180,1109,820,4,2,0,0,0,195,1,Matches
Patrick,br BRA,"MF,FW",31-118,6.1,422,12,93,175,159,22,422,35,14,40.0,18,51.4,224,1189,563,20,19,8,22,16,271,54,Matches
Alan Kardec,br BRA,"FW,MF",34-316,2.7,67,1,2,36,30,14,67,2,2,100.0,0,0.0,31,98,32,2,0,0,4,1,48,6,Matches
Matheus Mendes,br BRA,GK,24-259,2.0,70,58,70,0,0,0,70,0,0,,0,,30,157,136,0,0,0,0,0,17,0,Matches
Dodô,br BRA,DF,31-291,0.7,65,0,9,37,19,0,65,1,0,0.0,1,100.0,36,202,102,2,2,0,1,0,47,7,Matches
Alisson,br BRA,"MF,DF",18-064,0.5,41,0,5,17,22,1,41,7,3,42.9,3,42.9,29,281,133,3,3,0,2,1,28,9,Matches
Réver,br BRA,"DF,FW",38-324,0.3,25,15,24,1,0,0,25,0,0,,0,,6,18,11,0,0,0,0,0,12,0,Matches
Isaac,br BRA,FW,19-243,0.2,7,0,0,3,4,1,7,0,0,,0,,3,17,0,0,0,0,1,1,4,3,Matches
Paulo Vitor,br BRA,MF,19-090,0.2,19,0,7,11,1,0,19,0,0,,0,,11,29,11,0,0,0,1,0,18,0,Matches
Carlos Eduardo,br BRA,"MF,FW",19-184,0.1,5,0,1,2,2,0,5,1,0,0.0,0,0.0,4,14,7,0,0,0,1,0,4,1,Matches
Squad Total,,,29.5,34.0,21128,2055,6143,10402,4808,582,21122,662,347,52.4,257,38.8,12235,66209,35392,604,509,131,520,321,13799,1283,
Opponent Total,,,28.3,34.0,18930,1819,5621,9092,4450,574,18929,764,366,47.9,329,43.1,10686,59286,31205,549,459,85,527,346,11740,1252,
