Player,Nation,Pos,Age,90s,Att,Pass Types_Live,Pass Types_Dead,Pass Types_FK,Pass Types_TB,Pass Types_Sw,Pass Types_Crs,Pass Types_TI,Pass Types_CK,Corner Kicks_In,Corner Kicks_Out,Corner Kicks_Str,Outcomes_Cmp,Outcomes_Off,Outcomes_Blocks,Matches
Caíque,br BRA,GK,26-116,1.0,22,13,9,2,0,0,0,0,0,0,0,0,10,0,0,Matches
Wesley,br BRA,DF,19-324,1.0,39,33,6,1,0,0,1,5,0,0,0,0,21,0,2,Matches
Juan Iturbe,py PAR,"FW,MF",30-173,0.8,28,28,0,0,0,0,2,0,0,0,0,0,19,0,2,Matches
Nathan Fernandes,br BRA,"FW,MF",18-281,1.8,40,40,0,0,0,0,3,0,0,0,0,0,27,0,2,Matches
Luan Vieira,br BRA,"FW,MF",30-242,0.6,46,42,4,0,1,0,4,0,3,1,2,0,37,0,1,Matches
Darlan Mendes,br BRA,MF,25-222,0.5,18,17,1,1,0,0,0,0,0,0,0,0,16,0,0,Matches
Gustavinho,br BRA,"FW,MF",22-026,0.4,21,19,2,0,0,0,3,0,2,2,0,0,13,0,0,Matches
Freddy Noguera,py PAR,FW,19-319,0.3,3,3,0,0,0,0,0,0,0,0,0,0,2,0,0,Matches
Nata,br BRA,"FW,DF",22-172,0.2,12,12,0,0,0,0,0,0,0,0,0,0,11,0,0,Matches
Lian,br BRA,MF,18-065,0.1,2,2,0,0,0,0,0,0,0,0,0,0,2,0,0,Matches
João Vitor,br BRA,MF,18-157,0.1,5,5,0,0,0,0,0,0,0,0,0,0,5,0,0,Matches
Squad Total,,,28.7,34.0,15489,13583,1848,545,49,67,529,691,181,44,69,0,11882,58,334,
Opponent Total,,,28.3,34.0,17543,15816,1683,451,49,133,724,673,204,92,77,1,14088,44,302,
