Player,Nation,Pos,Age,90s,Standard_Gls,Standard_Sh,Standard_SoT,Standard_SoT%,Standard_Sh/90,Standard_SoT/90,Standard_G/Sh,Standard_G/SoT,Standard_Dist,Standard_FK,Standard_PK,Standard_PKatt,Expected_xG,Expected_npxG,Expected_npxG/Sh,Expected_G-xG,Expected_np:G-xG,Matches
David Duarte,br BRA,DF,28-304,8.6,1,3,1,33.3,0.35,0.12,0.33,1.0,15.1,0,0,0,0.3,0.3,0.1,0.7,0.7,Matches
Cicinho,bg BUL,DF,34-333,8.2,0,5,2,40.0,0.61,0.25,0.0,0.0,13.1,0,0,0,0.4,0.4,0.09,-0.4,-0.4,Matches
Rafael Ratão,br BRA,"FW,MF",27-359,8.5,4,23,11,47.8,2.69,1.29,0.17,0.36,16.8,0,0,0,2.8,2.8,0.12,1.2,1.2,Matches
Vinicius Mingotti,br BRA,FW,23-321,7.2,2,12,6,50.0,1.67,0.83,0.17,0.33,13.3,0,0,0,1.9,1.9,0.16,0.1,0.1,Matches
Vítor Jacaré,br BRA,"DF,MF",24-031,9.4,1,22,6,27.3,2.33,0.64,0.05,0.17,21.8,3,0,0,1.1,1.1,0.05,-0.1,-0.1,Matches
Jhoanner Chávez,ec ECU,"DF,MF",21-213,6.5,0,4,1,25.0,0.61,0.15,0.0,0.0,24.7,0,0,0,0.2,0.2,0.05,-0.2,-0.2,Matches
Matheus Bahia,br BRA,"DF,MF",24-105,5.5,0,5,1,20.0,0.91,0.18,0.0,0.0,23.4,0,0,0,0.1,0.1,0.02,-0.1,-0.1,Matches
Kayky Chagas,br BRA,"FW,MF",20-166,4.6,2,10,3,30.0,2.2,0.66,0.2,0.67,13.7,0,0,0,1.5,1.5,0.15,0.5,0.5,Matches
Ryan Carlos,br BRA,DF,21-283,6.4,0,2,1,50.0,0.31,0.16,0.0,0.0,20.6,0,0,0,0.1,0.1,0.03,-0.1,-0.1,Matches
Raul Bicalho,br BRA,DF,24-214,3.6,0,4,0,0.0,1.12,0.0,0.0,,10.4,0,0,0,0.3,0.3,0.08,-0.3,-0.3,Matches
Luciano Juba,br BRA,"FW,DF",24-087,3.5,0,10,2,20.0,2.82,0.56,0.0,0.0,24.8,2,0,0,1.0,1.0,0.1,-1.0,-1.0,Matches
Arthur Sales,br BRA,"FW,MF",21-144,3.2,1,7,3,42.9,2.17,0.93,0.14,0.33,15.6,0,0,0,0.9,0.9,0.13,0.1,0.1,Matches
Lucas Mugni,ar ARG,"MF,FW",31-316,3.1,0,2,1,50.0,0.64,0.32,0.0,0.0,20.9,0,0,0,0.1,0.1,0.04,-0.1,-0.1,Matches
Léo Cittadini,br BRA,MF,29-270,1.5,0,2,1,50.0,1.37,0.69,0.0,0.0,20.3,0,0,0,0.1,0.1,0.03,-0.1,-0.1,Matches
André,br BRA,DF,20-048,1.4,0,0,0,,0.0,0.0,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches
Danilo Fernandes,br BRA,GK,35-235,0.4,0,0,0,,0.0,0.0,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches
Diego Rosa,br BRA,"MF,DF",21-043,2.6,0,8,2,25.0,3.12,0.78,0.0,0.0,25.5,2,0,0,0.3,0.3,0.04,-0.3,-0.3,Matches
Danielzinho,br BRA,"FW,MF",27-317,0.9,0,1,1,100.0,1.14,1.14,0.0,0.0,18.9,0,0,0,0.0,0.0,0.04,0.0,0.0,Matches
Mateus Claus,br BRA,GK,29-113,0.6,0,0,0,,0.0,0.0,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches
Marcos Victor,br BRA,DF,21-333,0.1,0,0,0,,0.0,0.0,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches
Patrick Verhon,br BRA,FW,19-077,0.0,0,0,0,,0.0,0.0,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches
Squad Total,,,27.7,34.0,37,469,146,31.1,13.79,4.29,0.08,0.25,18.7,15,1,1,41.8,41.0,0.09,-4.8,-5.0,
Opponent Total,,,28.2,34.0,46,416,169,40.6,12.24,4.97,0.1,0.24,19.0,29,6,6,47.1,42.7,0.11,-1.1,-2.7,
