Player,Nation,Pos,Age,90s,Touches_Touches,Touches_Def Pen,Touches_Def 3rd,Touches_Mid 3rd,Touches_Att 3rd,Touches_Att Pen,Touches_Live,Take-Ons_Att,Take-Ons_Succ,Take-Ons_Succ%,Take-Ons_Tkld,Take-Ons_Tkld%,Carries_Carries,Carries_TotDist,Carries_PrgDist,Carries_PrgC,Carries_1/3,Carries_CPA,Carries_Mis,Carries_Dis,Receiving_Rec,Receiving_PrgR,Matches
Ryan Carlos,br BRA,DF,21-283,6.4,466,18,137,191,139,5,466,11,7,63.6,4,36.4,255,1430,775,21,16,2,6,6,297,44,Matches
Raul Bicalho,br BRA,DF,24-214,3.6,233,22,106,116,12,5,233,0,0,,0,,155,1051,684,7,6,0,4,0,168,2,Matches
Luciano Juba,br BRA,"FW,DF",24-087,3.5,237,8,39,99,101,8,237,5,2,40.0,3,60.0,120,496,272,5,6,1,6,2,138,20,Matches
Arthur Sales,br BRA,"FW,MF",21-144,3.2,159,2,7,67,86,21,159,5,0,0.0,4,80.0,85,394,166,4,5,2,10,10,117,27,Matches
Lucas Mugni,ar ARG,"MF,FW",31-316,3.1,201,4,25,108,70,6,201,8,4,50.0,4,50.0,132,592,237,6,6,1,10,3,139,15,Matches
Léo Cittadini,br BRA,MF,29-270,1.5,103,1,9,69,27,2,103,4,4,100.0,0,0.0,60,390,185,3,2,0,2,1,68,8,Matches
André,br BRA,DF,20-048,1.4,93,4,22,43,30,1,93,5,4,80.0,1,20.0,52,252,129,2,3,0,3,1,53,12,Matches
Danilo Fernandes,br BRA,GK,35-235,0.4,18,17,18,0,0,0,18,0,0,,0,,10,41,23,0,0,0,0,0,4,0,Matches
Diego Rosa,br BRA,"MF,DF",21-043,2.6,171,1,32,115,27,2,171,8,2,25.0,4,50.0,94,461,216,3,1,0,3,3,97,5,Matches
Danielzinho,br BRA,"FW,MF",27-317,0.9,92,0,3,50,39,1,92,3,0,0.0,3,100.0,64,380,185,4,6,0,1,1,76,4,Matches
Mateus Claus,br BRA,GK,29-113,0.6,13,13,13,0,0,0,13,0,0,,0,,1,1,1,0,0,0,0,0,5,0,Matches
Marcos Victor,br BRA,DF,21-333,0.1,12,0,3,4,5,0,12,0,0,,0,,8,50,21,0,2,0,1,0,7,0,Matches
Patrick Verhon,br BRA,FW,19-077,0.0,1,0,1,0,0,0,1,0,0,,0,,0,0,0,0,0,0,0,0,0,0,Matches
Squad Total,,,27.7,34.0,19883,1967,6023,9326,4751,652,19882,681,341,50.1,284,41.7,11138,61298,32502,614,476,109,522,286,12561,1340,
Opponent Total,,,28.2,34.0,19277,1932,5639,9464,4375,626,19271,731,370,50.6,298,40.8,10411,57908,30606,590,442,131,457,319,12022,1257,
